고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,취업인원 (3개월),취업률 (3개월),취업인원 (6개월),취업률 (6개월),지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202400004590386,"기업 실무프로젝트 반영 풀스택 개발자 양성(자바,스프링,리액트,뷰,클라우드)",AIG20240000459038,6,연세IT미래교육원(구.연세직업전문학교),135,1080,2025-02-03,2025-08-18,응용SW엔지니어링,20010202," 10,252,440 ",25,8,8,100%,84.6,0,0%,0,0%,경기 수원시 장안구,"경기도 수원시 장안구 정조로 940-1(영화동, 연세교육빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459038&tracseTme=6&trainstCstmrId=500020053631&crseTracseSe=C0061,,,"82,019,520","65,615,616","82,019,520",0,0,0,0,"65,615,616",0
AIG202400004593896,전자정부 프레임워크 & React(AWS) 기반 풀_스택 개발자 양성과정,AIG20240000459389,6,(재)대덕인재개발원,146,1168,2025-02-03,2025-09-03,응용SW엔지니어링,20010202," 11,087,820 ",28,20,16,80%,93.8,5,31%,0,0%,대전 중구,대전광역시 중구 계룡로 846 (오류동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459389&tracseTme=6&trainstCstmrId=500020044796&crseTracseSe=C0061,,,"177,405,120","177,405,120","221,756,400",0,0,0,0,"177,405,120",0
AIG202400004981822,"[취업기업확대]AI활용 풀스택(프론트엔드,백엔드)부트캠프(자바,파이썬,플러터)",AIG20240000498182,2,인천더조은컴퓨터아트학원,133,1060,2025-02-03,2025-08-12,응용SW엔지니어링,20010202," 10,062,580 ",25,20,13,65%,99.2,1,8%,0,0%,인천 부평구,인천광역시 부평구 경원대로 1366 (부평동 스테이션 타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498182&tracseTme=2&trainstCstmrId=500020037783&crseTracseSe=C0061,,,"130,813,540","161,001,280","201,251,600",0,0,0,0,"161,001,280",0
AIG202300004128685,클라우드 기반 정보시스템 구축 전문가 양성,AIG20230000412868,5,대우능력개발원,156,960,2025-02-03,2025-09-16,IT시스템관리,20010301," 9,097,920 ",26,26,26,100%,91.2,2,8%,0,0%,서울 중랑구,서울특별시 중랑구 상봉동 망우로 285-1,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412868&tracseTme=5&trainstCstmrId=500020011407&crseTracseSe=C0061,,,"236,545,920","189,236,736","236,545,920",0,0,0,0,"189,236,736",0
AIG202300004555548,클라우드 보안엔지니어(화이트해커) 양성,AIG20230000455554,8,연세IT미래교육원(구.연세직업전문학교),133,1030,2025-02-03,2025-08-14,보안엔지니어링,20010206," 9,761,310 ",25,11,10,91%,87.8,6,60%,0,0%,경기 수원시 장안구,"경기도 수원시 장안구 정조로 940-1(영화동, 연세교육빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455554&tracseTme=8&trainstCstmrId=500020053631&crseTracseSe=C0061,,,"97,613,100","85,899,528","107,374,410",0,0,0,0,"85,899,528",0
AIG202300004126458,AWS와 Docker & Kubernetes를 활용한 Java Full-Stack 개발자 양성과정,AIG20230000412645,8,쌍용교육센터,130,1040,2025-02-03,2025-08-08,응용SW엔지니어링,20010202," 9,856,080 ",23,19,15,79%,95.1,2,13%,0,0%,서울 강남구,서울특별시 강남구 테헤란로 132,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412645&tracseTme=8&trainstCstmrId=500020052430&crseTracseSe=C0061,,,"147,841,200","149,812,416","187,265,520",0,0,0,0,"149,812,416",0
AIG202400004591043,심화_AI를 활용한 백엔드 아키텍처 심화 과정,AIG20240000459104,3,팀스파르타주식회사,67,349,2025-02-03,2025-05-09,SW아키텍처,20010201," 5,097,490 ",150,134,120,90%,88.6,39,33%,85,71%,서울 강남구,서울특별시 강남구 테헤란로44길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459104&tracseTme=3&trainstCstmrId=500039286716&crseTracseSe=C0061,,,"611,698,800","546,450,928","683,063,660",0,0,0,0,"546,450,928",0
AIG202400005012001,[SK(주)C&C] AI Leader Academy(SKALA) ,AIG20240000501200,1,대한상공회의소,106,908,2025-02-03,2025-07-08,응용SW엔지니어링,20010202," 16,480,200 ",30,29,26,90%,94.4,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501200&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,SK C&C,SK C&C,"428,485,200","382,340,640","477,925,800",0,0,0,0,"382,340,640",0
AIG202400005012003,[SK(주)C&C] AI Leader Academy(SKALA) ,AIG20240000501200,3,대한상공회의소,106,908,2025-02-03,2025-07-08,응용SW엔지니어링,20010202," 16,480,200 ",30,30,29,97%,94.4,5,17%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501200&tracseTme=3&trainstCstmrId=500037517077&crseTracseSe=C0061,SK C&C,SK C&C,"477,925,800","395,524,800","494,406,000",0,0,0,0,"395,524,800",0
AIG202300004555957,"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",AIG20230000455595,7,(주)이스트소프트,91,728,2025-02-03,2025-06-17,인공지능모델링,20010703," 13,213,200 ",80,54,40,74%,79.4,1,3%,0,0%,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455595&tracseTme=7&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"528,528,000","570,810,240","713,512,800",0,0,0,0,"570,810,240",0
AIG202400005012002,[SK(주)C&C] AI Leader Academy(SKALA) ,AIG20240000501200,2,대한상공회의소,106,908,2025-02-03,2025-07-08,응용SW엔지니어링,20010202," 16,480,200 ",30,30,29,97%,94.4,5,17%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501200&tracseTme=2&trainstCstmrId=500037517077&crseTracseSe=C0061,SK C&C,SK C&C,"477,925,800","395,524,800","494,406,000",0,0,0,0,"395,524,800",0
AIG202300004126843,"스마트팩토리 PLC,HMI 융합인재 양성과정",AIG20230000412684,3,부산기술직업전문학교,113,904,2025-02-04,2025-07-16,자동제어시스템설계,19010801," 8,861,000 ",24,0,0,#DIV/0!,99.2,7,,0,,부산 북구,부산광역시 북구 구포동 구남언덕로 32(동양빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412684&tracseTme=3&trainstCstmrId=500020022484&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202300004555816,실무 데이터 기반 반도체 소자/공정 엔지니어 융합과정,AIG20230000455581,6,렛유인에듀이공계핵심인재양성평생교육원,67,455,2025-02-04,2025-05-21,반도체개발,19030601," 4,459,910 ",28,28,23,82%,92.5,6,26%,10,43%,서울 강남구,서울특별시 강남구 역삼동 강남대로 368(동인빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455581&tracseTme=6&trainstCstmrId=500020049962&crseTracseSe=C0061,,,"102,577,930","99,901,984","124,877,480",0,0,0,0,"99,901,984",0
AIG202400004592684,AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,AIG20240000459268,4,(주)솔데스크,120,960,2025-02-04,2025-07-29,클라우드인프라스트럭쳐엔지니어링,20010215," 9,113,280 ",30,27,27,100%,83.1,7,26%,0,0%,서울 종로구,서울특별시 종로구 종로12길 15 (관철동 종로코아),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459268&tracseTme=4&trainstCstmrId=500020026366&crseTracseSe=C0061,,,"246,058,560","196,846,848","246,058,560",0,0,0,0,"196,846,848",0
AIG202400004593113,"심화_심층 데이터 분석을 통한 개인 맞춤형 예측 자동화 서비스 솔루션 개발 과정 (Hadoop, Tableau, TensorFlow)",AIG20240000459311,3,(주)세종교육,45,349,2025-02-04,2025-04-08,응용SW엔지니어링,20010202," 5,097,490 ",20,10,6,60%,79.5,1,17%,2,33%,경기 성남시 수정구,경기도 성남시 수정구 수정로 167 (태평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459311&tracseTme=3&trainstCstmrId=500020026271&crseTracseSe=C0061,,,"30,584,940","40,779,920","50,974,900",0,0,0,0,"40,779,920",0
AIG202400005011971,[가비아] g클라우드 기반의 그룹웨어 개발자 양성과정,AIG20240000501197,1,한국표준협회,125,1000,2025-02-04,2025-08-07,응용SW엔지니어링,20010202," 18,150,000 ",30,26,25,96%,0,4,16%,0,0%,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501197&tracseTme=1&trainstCstmrId=500020055650&crseTracseSe=C0061,가비아,(주)솔데스크,"453,750,000","377,520,000","471,900,000",0,0,0,0,"377,520,000",0
AIG202400004981461,ARM코어기반 반도체설계제어 전문가과정,AIG20240000498146,1,대한상공회의소광주인력개발원,129,900,2025-02-04,2025-08-08,반도체개발,19030601," 16,335,000 ",20,20,14,70%,0,7,50%,0,0%,광주 광산구,광주광역시 광산구 소촌로152번길 37 (소촌동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498146&tracseTme=1&trainstCstmrId=500020051183&crseTracseSe=C0061,,,"228,690,000","261,360,000","326,700,000",0,0,0,0,"261,360,000",0
AIG202400005011961,[HARMAN] 세미콘아카데미-시스템반도체 설계/검증 엔지니어,AIG20240000501196,1,대한상공회의소,135,950,2025-02-04,2025-08-26,반도체장비,19030603," 17,242,500 ",60,57,44,77%,0,4,9%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501196&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,하만커넥티드,대한상공회의소,"758,670,000","786,258,000","982,822,500",0,0,0,0,"786,258,000",0
AIG202300004557433,AI/빅데이터를 활용한 사이버보안 위협 탐지기술 개발자 양성과정,AIG20230000455743,3,한국표준협회,100,800,2025-02-05,2025-07-04,보안사고분석대응,20010603," 14,520,000 ",40,19,16,84%,78.9,23,144%,23,144%,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455743&tracseTme=3&trainstCstmrId=500020055650&crseTracseSe=C0061,네이버,이스트소프트,"232,320,000","220,704,000","275,880,000",0,0,0,0,"220,704,000",0
AIG202400004590194,[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),AIG20240000459019,4,한국표준협회,122,972,2025-02-05,2025-08-01,인공지능모델링,20010703," 17,641,800 ",40,25,20,80%,75.8,24,120%,24,120%,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459019&tracseTme=4&trainstCstmrId=500020055650&crseTracseSe=C0061,IM뱅크,(주)알파코,"352,836,000","352,836,000","441,045,000",0,0,0,0,"352,836,000",0
AIG202400004593312,웹 서비스 프로젝트 기반 프론트엔드 엔지니어 부트캠프,AIG20240000459331,2,주식회사멋쟁이사자처럼,115,920,2025-02-05,2025-08-08,응용SW엔지니어링,20010202," 16,698,000 ",70,70,60,86%,91.1,4,7%,11,18%,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459331&tracseTme=2&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"1,001,880,000","935,088,000","1,168,860,000",0,0,0,0,"935,088,000",0
AIG202400004590195,[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),AIG20240000459019,5,한국표준협회,122,972,2025-02-05,2025-08-01,인공지능모델링,20010703," 17,641,800 ",40,19,18,95%,75.8,24,133%,25,139%,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459019&tracseTme=5&trainstCstmrId=500020055650&crseTracseSe=C0061,IM뱅크,(주)알파코,"317,552,400","268,155,360","335,194,200",0,0,0,0,"268,155,360",0
AIG202300004556409,클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,AIG20230000455640,9,중앙정보기술인재개발원,120,960,2025-02-05,2025-07-28,응용SW엔지니어링,20010202," 9,097,920 ",30,13,11,85%,90.9,0,0%,0,0%,서울 강남구,서울특별시 강남구 테헤란로7길 7,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455640&tracseTme=9&trainstCstmrId=500020039773&crseTracseSe=C0061,,,"100,077,120","94,618,368","118,272,960",0,0,0,0,"94,618,368",0
AIG202400004591253,(현대로템) K-방산 AI모델 개발과정,AIG20240000459125,3,한국전파진흥협회,120,960,2025-02-05,2025-07-24,응용SW엔지니어링,20010202," 17,424,000 ",30,26,21,81%,71.1,9,43%,0,0%,서울 양천구,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459125&tracseTme=3&trainstCstmrId=500020053280&crseTracseSe=C0061,현대로템,한국전파진흥협회,"365,904,000","362,419,200","453,024,000",0,0,0,0,"362,419,200",0
AIG202300004556305,[부트캠프]AI 인공지능 웹서비스 풀스택 개발자(AICC딥러닝),AIG20230000455630,5,코드랩아카데미학원,125,1000,2025-02-06,2025-08-05,인공지능서비스구현,20010705," 12,210,000 ",30,16,11,69%,83.4,11,100%,0,0%,서울 금천구,서울특별시 금천구 가산동 가산디지털2로 144,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455630&tracseTme=5&trainstCstmrId=500020059024&crseTracseSe=C0061,,,"134,310,000","156,288,000","195,360,000",0,0,0,0,"156,288,000",0
AIG202300004556315,카티아 로보틱스 설계와 유니티 스마트팩토리 가상구현,AIG20230000455631,5,코드랩아카데미학원,125,1000,2025-02-06,2025-08-05,스마트설비설계,15110101," 12,210,000 ",30,28,25,89%,91.8,3,12%,0,0%,서울 금천구,서울특별시 금천구 가산동 가산디지털2로 144,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455631&tracseTme=5&trainstCstmrId=500020059024&crseTracseSe=C0061,,,"305,250,000","273,504,000","341,880,000",0,0,0,0,"273,504,000",0
AIG202400004592493,"프로젝트 중심(MES, SCM, 구독형 ERP) Java 풀스택 웹 개발자 양성과정",AIG20240000459249,3,(주)예담직업전문학교,134,1072,2025-02-07,2025-08-21,응용SW엔지니어링,20010202," 10,176,490 ",22,21,19,90%,98.3,28,147%,0,0%,대구 중구,대구광역시 중구 중앙대로 403 (남일동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459249&tracseTme=3&trainstCstmrId=500020061193&crseTracseSe=C0061,,,"193,353,310","170,965,032","213,706,290",0,0,0,0,"170,965,032",0
AIG2024000045906811,SK네트웍스 Family AI 캠프,AIG20240000459068,11,플레이데이터평생교육원,120,960,2025-02-07,2025-07-31,인공지능모델링,20010703," 17,424,000 ",30,30,24,80%,80.4,7,29%,9,38%,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459068&tracseTme=11&trainstCstmrId=500020011379&crseTracseSe=C0061,SK네트웍스,플레이데이터평생교육원,"418,176,000","418,176,000","522,720,000",0,0,0,0,"418,176,000",0
AIG202400004592362,바이오헬스 실무 전문과정,AIG20240000459236,2,건국대학교산학협력단,102,632,2025-02-10,2025-07-11,바이오의약품품질관리,17050107," 11,470,800 ",40,39,33,85%,66.7,0,0%,0,0%,서울 광진구,서울시 광진구 화양동(화양동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459236&tracseTme=2&trainstCstmrId=500020050660&crseTracseSe=C0061,,,"378,536,400","357,888,960","447,361,200",0,0,0,0,"357,888,960",0
AIG202400004592694,자바(JAVA)활용 데이터 플랫폼 구축 풀스택 개발자 과정,AIG20240000459269,4,(주)휴먼교육센터,120,960,2025-02-10,2025-07-31,응용SW엔지니어링,20010202," 9,113,280 ",25,18,18,100%,86.7,5,28%,0,0%,충남 천안시 동남구,충청남도 천안시 동남구 대흥로 215 (대흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459269&tracseTme=4&trainstCstmrId=500020059068&crseTracseSe=C0061,,,"164,039,040","131,231,232","164,039,040",0,0,0,0,"131,231,232",0
AIG202400004593662,"생성형 AI와 블렌더, 언리얼엔진을 활용한 3D 비주얼 아티스트 양성과정",AIG20240000459366,2,애드인에듀 아카데미 구로가산센터,120,960,2025-02-10,2025-08-01,가상현실콘텐츠제작,20020401," 9,113,280 ",30,28,23,82%,72.9,0,0%,0,0%,서울 금천구,서울특별시 금천구 가산디지털2로 108 (가산동 뉴티캐슬),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459366&tracseTme=2&trainstCstmrId=500039029321&crseTracseSe=C0061,,,"209,605,440","204,137,472","255,171,840",0,0,0,0,"204,137,472",0
AIG202400004592102,[미디어 프론티어] 생성형 AI 마스터 클래스 (콘텐츠 플랫폼 개발),AIG20240000459210,2,(주)한국능률협회컨설팅,100,700,2025-02-10,2025-07-03,응용SW엔지니어링,20010202," 12,705,000 ",25,0,0,#DIV/0!,0,3,,0,,서울 마포구,서울특별시 마포구 큰우물로 76 (도화동 고려빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459210&tracseTme=2&trainstCstmrId=500020024317&crseTracseSe=C0061,동아일보,글로벌소프트웨어캠퍼스,0,0,0,0,0,0,0,0,0
AIG202300004557368,KT클라우드와 NHN Cloud로 완성하는 클라우드 엔지니어 양성,AIG20230000455736,8,한국정보교육원(구.경원직업전문학교),120,960,2025-02-10,2025-08-01,IT시스템관리,20010301," 9,097,920 ",25,21,21,100%,85.2,6,29%,0,0%,서울 관악구,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455736&tracseTme=8&trainstCstmrId=500020031803&crseTracseSe=C0061,,,"191,056,320","152,845,056","191,056,320",0,0,0,0,"152,845,056",0
AIG202400004592272,[미디어 프론티어] 데이터 분석 마스터 클래스 (뉴미디어 추천 서비스 개발),AIG20240000459227,2,(주)한국능률협회컨설팅,100,700,2025-02-10,2025-07-03,응용SW엔지니어링,20010202," 12,705,000 ",25,22,17,77%,87.1,2,12%,0,0%,서울 마포구,서울특별시 마포구 큰우물로 76 (도화동 고려빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459227&tracseTme=2&trainstCstmrId=500020024317&crseTracseSe=C0061,동아일보,글로벌소프트웨어캠퍼스,"215,985,000","223,608,000","279,510,000",0,0,0,0,"223,608,000",0
AIG202400004980812,"빅데이터 서비스 구현을 위한 자바 파이썬 (Java, Python) 개발자 과정",AIG20240000498081,2,한국소프트웨어인재개발원,120,960,2025-02-10,2025-07-31,응용SW엔지니어링,20010202," 9,113,280 ",30,21,17,81%,74.3,6,35%,0,0%,서울 금천구,서울특별시 금천구 가산디지털2로 101,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498081&tracseTme=2&trainstCstmrId=500020027783&crseTracseSe=C0061,,,"154,925,760","153,103,104","191,378,880",0,0,0,0,"153,103,104",0
AIG202400004593605,"AWS 풀스택 웹앱(자바, 스프링, 리액트) 지역산업기반 개발자 양성",AIG20240000459360,5,더조은컴퓨터학원,125,1000,2025-02-10,2025-08-07,응용SW엔지니어링,20010202," 9,493,000 ",25,11,9,82%,90,7,78%,0,0%,서울 구로구,서울특별시 구로구 디지털로 306 (구로동 대륭포스트타워2차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459360&tracseTme=5&trainstCstmrId=500020061827&crseTracseSe=C0061,,,"85,437,000","83,538,400","104,423,000",0,0,0,0,"83,538,400",0
